timestamp,src_ip,dst_ip,domain,proto,dur,spkts,dpkts,sbytes,dbytes,rate
2026-09-19T08:26:50,10.0.2.190,203.0.20.127,mail.google.com,udp,7.579,13,31,5187,2950,144.72
2026-09-19T08:26:57,10.0.1.153,203.0.17.48,verify-account-now.xyz,udp,2.614,18,53,6477,6020,17.97
2026-09-19T08:27:04,10.0.3.174,203.0.15.37,login-secure-paypa1.com,tcp,70.905,3401,1358,659753,505482,2628.82
2026-09-19T08:27:11,10.0.3.151,203.0.12.138,verify-account-now.xyz,udp,5.273,46,28,6216,1251,67.91
2026-09-19T08:27:18,10.0.4.165,203.0.2.29,verify-account-now.xyz,udp,6.958,27,35,642,5930,105.54
2026-09-19T08:27:25,10.0.3.29,203.0.0.27,mail.google.com,tcp,2.847,42,40,765,6587,145.05
2026-09-19T08:27:32,10.0.5.152,203.0.16.40,free-gift-cards.biz,tcp,5.977,36,38,3661,7343,56.74
2026-09-19T08:27:39,10.0.1.91,203.0.9.89,cdn.jsdelivr.net,tcp,3.867,19,27,1446,1941,124.87
2026-09-19T08:27:46,10.0.2.19,203.0.9.13,free-gift-cards.biz,tcp,4.174,23,31,1639,7218,108.58
2026-09-19T08:27:53,10.0.1.86,203.0.17.111,normal-cdn.example.com,tcp,44.015,947,3273,372337,455761,1935.19
2026-09-19T08:28:00,10.0.1.117,203.0.18.111,verify-account-now.xyz,tcp,3.246,12,12,7120,6521,5.35
2026-09-19T08:28:07,10.0.1.95,203.0.10.52,normal-cdn.example.com,tcp,35.036,1640,3581,265602,805393,1023.85
2026-09-19T08:28:14,10.0.3.152,203.0.3.91,normal-cdn.example.com,tcp,66.949,2504,2661,870153,528628,2113.34
2026-09-19T08:28:21,10.0.0.63,203.0.9.31,mail.google.com,udp,4.943,53,44,4913,1428,101.14
2026-09-19T08:28:28,10.0.5.139,203.0.20.240,free-gift-cards.biz,udp,1.139,25,27,2298,6326,64.03
2026-09-19T08:28:35,10.0.0.126,203.0.4.51,mail.google.com,tcp,3.922,9,12,5194,7429,93.29
2026-09-19T08:28:42,10.0.3.44,203.0.2.146,free-gift-cards.biz,tcp,4.048,32,27,8096,6849,106.81
2026-09-19T08:28:49,10.0.4.192,203.0.15.142,free-gift-cards.biz,udp,1.772,3,18,3723,8848,44.01
2026-09-19T08:28:56,10.0.5.114,203.0.17.57,login-secure-paypa1.com,tcp,27.994,3674,2724,584682,768373,2609.74
2026-09-19T08:29:03,10.0.0.114,203.0.3.200,microsoft-support.info,udp,78.105,3577,1513,512170,233796,1789.41
2026-09-19T08:29:10,10.0.1.208,203.0.1.147,api.github.com,tcp,5.904,45,23,7055,2759,92.81
2026-09-19T08:29:17,10.0.5.210,203.0.3.36,verify-account-now.xyz,tcp,4.779,11,21,4834,4780,86.34
2026-09-19T08:29:24,10.0.2.214,203.0.7.196,cdn.jsdelivr.net,tcp,7.94,56,42,2118,2214,38.2
2026-09-19T08:29:31,10.0.0.105,203.0.16.193,cdn.jsdelivr.net,tcp,4.624,18,41,6826,6186,68.35
2026-09-19T08:29:38,10.0.0.189,203.0.14.164,cdn.jsdelivr.net,tcp,7.02,30,32,5402,80,130.47
2026-09-19T08:29:45,10.0.2.88,203.0.17.149,mail.google.com,udp,6.367,26,14,7079,3510,74.71
2026-09-19T08:29:52,10.0.0.33,203.0.5.114,free-gift-cards.biz,tcp,3.888,22,58,833,792,15.84
2026-09-19T08:29:59,10.0.0.169,203.0.11.66,microsoft-support.info,tcp,87.062,1328,3320,338320,881571,1464.1
2026-09-19T08:30:06,10.0.3.169,203.0.2.182,api.github.com,tcp,7.231,11,4,6533,5045,109.17
2026-09-19T08:30:13,10.0.0.180,203.0.10.211,login-secure-paypa1.com,tcp,53.376,1043,2931,437178,744676,2295.96
2026-09-19T08:30:20,10.0.0.28,203.0.10.96,cdn.jsdelivr.net,tcp,3.384,9,31,1200,3791,58.08
2026-09-19T08:30:27,10.0.0.158,203.0.20.44,verify-account-now.xyz,tcp,6.19,49,56,2221,2380,11.19
2026-09-19T08:30:34,10.0.0.37,203.0.3.152,normal-cdn.example.com,tcp,1.712,48,10,6785,7288,129.13
2026-09-19T08:30:41,10.0.4.155,203.0.19.186,api.github.com,udp,3.441,51,9,4099,4577,97.05
2026-09-19T08:30:48,10.0.1.193,203.0.12.77,verify-account-now.xyz,tcp,7.531,2,55,4982,3406,78.14
2026-09-19T08:30:55,10.0.4.20,203.0.16.229,cdn.jsdelivr.net,tcp,6.352,16,32,6362,1887,36.92
2026-09-19T08:31:02,10.0.3.246,203.0.2.6,api.github.com,udp,7.472,9,25,6935,6026,82.41
2026-09-19T08:31:09,10.0.3.110,203.0.12.23,normal-cdn.example.com,udp,38.353,663,747,617307,731219,1430.27
2026-09-19T08:31:16,10.0.4.85,203.0.12.152,api.github.com,tcp,1.23,6,20,1334,8417,138.22
2026-09-19T08:31:23,10.0.0.118,203.0.19.157,free-gift-cards.biz,tcp,3.506,55,16,988,4045,13.85
2026-09-19T08:31:30,10.0.0.43,203.0.15.245,cdn.jsdelivr.net,tcp,5.936,48,12,1996,247,106.48
2026-09-19T08:31:37,10.0.5.228,203.0.3.199,mail.google.com,tcp,6.266,47,17,2775,6132,19.91
2026-09-19T08:31:44,10.0.2.16,203.0.15.221,verify-account-now.xyz,udp,3.44,34,5,4348,1302,74.93
2026-09-19T08:31:51,10.0.0.221,203.0.0.64,normal-cdn.example.com,tcp,1.267,50,7,1929,3782,111.38
2026-09-19T08:31:58,10.0.3.236,203.0.10.71,api.github.com,tcp,3.07,10,12,619,6910,34.45
2026-09-19T08:32:05,10.0.0.246,203.0.12.19,verify-account-now.xyz,tcp,0.964,44,58,902,2978,34.25
2026-09-19T08:32:12,10.0.2.146,203.0.9.191,api.github.com,udp,6.19,20,21,1455,7523,2.19
2026-09-19T08:32:19,10.0.1.3,203.0.13.8,api.github.com,udp,2.953,32,50,3241,8994,114.31
2026-09-19T08:32:26,10.0.3.219,203.0.9.28,cdn.jsdelivr.net,udp,5.091,45,57,197,5528,1.22
2026-09-19T08:32:33,10.0.4.107,203.0.11.119,api.github.com,tcp,1.913,32,4,2372,4624,14.86
2026-09-19T08:32:40,10.0.3.171,203.0.4.62,normal-cdn.example.com,tcp,4.048,41,53,6501,1266,89.19
2026-09-19T08:32:47,10.0.0.243,203.0.6.36,api.github.com,udp,2.527,52,26,5385,5251,68.46
2026-09-19T08:32:54,10.0.1.117,203.0.9.120,microsoft-support.info,tcp,27.396,2341,2408,529287,626259,1065.62
2026-09-19T08:33:01,10.0.1.25,203.0.7.249,mail.google.com,tcp,0.732,52,44,5024,700,33.04
2026-09-19T08:33:08,10.0.4.193,203.0.17.65,free-gift-cards.biz,tcp,0.401,20,17,2888,549,142.86
2026-09-19T08:33:15,10.0.1.52,203.0.12.97,api.github.com,tcp,6.433,9,8,235,1050,124.73
2026-09-19T08:33:22,10.0.3.209,203.0.4.25,cdn.jsdelivr.net,tcp,2.078,53,5,397,1096,30.46
2026-09-19T08:33:29,10.0.5.111,203.0.5.92,free-gift-cards.biz,udp,7.539,4,11,7136,6511,74.92
2026-09-19T08:33:36,10.0.1.167,203.0.9.129,verify-account-now.xyz,tcp,2.207,29,57,2475,607,92.5
2026-09-19T08:33:43,10.0.4.65,203.0.20.207,cdn.jsdelivr.net,udp,3.837,6,18,6315,2288,63.47
2026-09-19T08:33:50,10.0.2.235,203.0.18.130,free-gift-cards.biz,tcp,7.915,51,46,5923,7899,82.13
2026-09-19T08:33:57,10.0.0.209,203.0.15.137,mail.google.com,tcp,1.447,21,39,3628,520,134.47
2026-09-19T08:34:04,10.0.0.197,203.0.7.149,cdn.jsdelivr.net,tcp,7.997,11,7,4100,3991,40.71
2026-09-19T08:34:11,10.0.5.93,203.0.18.9,cdn.jsdelivr.net,tcp,6.715,55,12,2925,3915,89.29
2026-09-19T08:34:18,10.0.0.25,203.0.1.61,free-gift-cards.biz,udp,4.513,37,13,8104,8922,47.05
2026-09-19T08:34:25,10.0.2.17,203.0.0.39,api.github.com,udp,4.216,1,22,3340,2177,51.77
2026-09-19T08:34:32,10.0.5.243,203.0.12.152,mail.google.com,tcp,1.142,8,55,8662,6018,144.12
2026-09-19T08:34:39,10.0.5.249,203.0.17.179,api.github.com,udp,2.588,11,47,7197,8022,97.73
2026-09-19T08:34:46,10.0.2.34,203.0.5.188,cdn.jsdelivr.net,tcp,1.794,38,53,2912,6239,46.72
2026-09-19T08:34:53,10.0.1.165,203.0.18.28,verify-account-now.xyz,tcp,7.59,26,55,570,3023,90.76
